Property.URL,Building.Class,Building.Size,Corridor,Lot.Size,No of Rooms,No..Stories,Parking.Ratio,Price,Price.Per.Room,Property.Subtype,Property Type,Property URL ,Sale.Type,Year.Built,Year.Built.Renovated,Building.Size.SF,Price.Numeric,Price.per.SF,Latitude,Longitude
300-10th-Ave-N-Myrtle-Beach-SC29769007,C,"21,000 SF",Exterior,0.41 AC,32,2,"1.19/1,000 SF","$4,990,000 ","$155,938 ",Hotel,Hospitality,https://www.loopnet.com/Listing/300-10th-Ave-N-Myrtle-Beach-SC/29769007/,Investment,NA,1955/2022,21000,4990000,237.62,-78.8799796,33.6940978
4090-Stansell-Ct-Memphis-TN26847925,B,"66,989 SF",Interior,1.85 AC,93,4,"0.84/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/4090-Stansell-Ct-Memphis-TN/26847925/,Investment,NA,2008/2012,66989,NA,NA,-89.798204,35.0367117
2595-Georgetown-Rd-NW-Cleveland-TN31112661,C,"23,000 SF",Exterior,2.88 AC,46,3,"5.35/1,000 SF","$5,950,000 ","$129,348 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2595-Georgetown-Rd-NW-Cleveland-TN/31112661/,Investment,2023,,23000,5950000,258.7,-84.8858909,35.1908587
4760-Showcase-Blvd-Memphis-TN30279112,B,"55,554 SF",Interior,1.53 AC,86,4,"3.33/1,000 SF","$6,500,000 ","$75,581 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4760-Showcase-Blvd-Memphis-TN/30279112/,Investment,NA,1999/2016,55554,6500000,117,-89.9047191,35.0765904
4068-Stansell-Ct-Memphis-TN26847981,B,"33,584 SF",Interior,2.45 AC,89,3,"2.65/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/4068-Stansell-Ct-Memphis-TN/26847981/,Investment,NA,2003/2017,33584,NA,NA,-89.7976618,35.0370496
2751-New-Brunswick-Rd-Memphis-TN22852250,B,"83,670 SF",Interior,3.00 AC,133,6,"0.87/1,000 SF","$17,000,000 ","$127,820 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2751-New-Brunswick-Rd-Memphis-TN/22852250/,Investment,NA,2009/2019,83670,1.70E+07,203.18,-89.7817382,35.2012088
4225-Whites-Creek-Pike-Whites-Creek-TN28349443,B,"17,582 SF",Interior,15.36 AC,6,2,"0.34/1,000 SF","$4,600,000 ","$766,667 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/4225-Whites-Creek-Pike-Whites-Creek-TN/28349443/,Investment,NA,2010/2024,17582,4600000,261.63,-86.821181,36.255324
627-Old-Hickory-Blvd-Nashville-TN30499241,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/627-Old-Hickory-Blvd-Nashville-TN/30499241/,,NA,,NA,NA,NA,-86.923353,36.108831
6710-Ringgold-Rd-Chattanooga-TN29385001,B,"72,489 SF",Interior,4.37 AC,110,3,"2.43/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/6710-Ringgold-Rd-Chattanooga-TN/29385001/,Investment,NA,1966/2023,72489,NA,NA,-85.198512,34.9883933
1441-E-Brooks-Rd-Memphis-TN31082641,C,"75,096 SF",Interior,5.79 AC,283,4,"2.21/1,000 SF","$3,500,000 ","$12,367 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1441-E-Brooks-Rd-Memphis-TN/31082641/,Investment,1968,,75096,3500000,46.61,-90.016442,35.060326
1936-Highway-45-Byp-Jackson-TN30679992,C,"19,788 SF",Exterior,1.24 AC,48,2,"3.08/1,000 SF","$2,400,000 ","$50,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1936-Highway-45-Byp-Jackson-TN/30679992/,Investment,1972,,19788,2400000,121.29,-88.852327,35.660882
15470-Highway-13-S-Hurricane-Mills-TN28681661,C,"14,810 SF",Exterior,1.57 AC,40,1,"2.52/1,000 SF","$1,299,000 ","$32,475 ",Hotel,Hospitality,https://www.loopnet.com/Listing/15470-Highway-13-S-Hurricane-Mills-TN/28681661/,Investment,1972,,14810,1299000,87.71,-87.7988686,35.8832249
7052-E-Lamar-Alexander-Pky-Townsend-TN30029662,B,"8,940 SF",Exterior,2.14 AC,16,1,"3.69/1,000 SF","$2,049,000 ","$128,063 ",Hotel,Hospitality,https://www.loopnet.com/Listing/7052-E-Lamar-Alexander-Pky-Townsend-TN/30029662/,Investment,NA,2016/2024,8940,2049000,229.19,-83.7896528,35.6809811
746-Benton-Ave-Nashville-TN30615867,C,"7,518 SF",Interior,0.52 AC,5,2,"0.53/1,000 SF","$3,695,000 ","$739,000 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/746-Benton-Ave-Nashville-TN/30615867/,Investment,1910,,7518,3695000,491.49,-86.7775012,36.1326701
1213-E-US-Highway-80-Mineola-TX30392141,C,"11,325 SF",Exterior,2.44 AC,16,1,"1.77/1,000 SF","$400,000 ","$25,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1213-E-US-Highway-80-Mineola-TX/30392141/,Investment,1965,,11325,4.00E+05,35.32,-95.4672553,32.6583055
2205-Barker-Oaks-Dr-Houston-TX30792524,B,"62,202 SF",Interior,1.80 AC,79,3,"1.38/1,000 SF","$7,850,000 ","$99,367 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2205-Barker-Oaks-Dr-Houston-TX/30792524/,Investment,2008,,62202,7850000,126.2,-95.6460767,29.7426419
3619-E-Amarillo-Blvd-Amarillo-TX28550748,C,"5,998 SF",Exterior,0.57 AC,19,1,"3.67/1,000 SF","$500,000 ","$26,316 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3619-E-Amarillo-Blvd-Amarillo-TX/28550748/,Investment,NA,1950/2020,5998,5.00E+05,83.36,-101.7939103,35.222148
3062-Highway-277-Carrizo-Springs-TX30088945,C,"5,600 SF",Exterior,15.30 AC,21,1,"8.93/1,000 SF","$800,000 ","$38,095 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3062-Highway-277-Carrizo-Springs-TX/30088945/,Investment,2000,,5600,8.00E+05,142.86,-99.8798889,28.5366018
400-SW-H-K-Dodgen-Loop-Temple-TX29058341,C,"41,264 SF",Exterior,3.39 AC,100,2,"4.51/1,000 SF","$4,500,000 ","$45,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/400-SW-H-K-Dodgen-Loop-Temple-TX/29058341/,Investment,1971,,41264,4500000,109.05,-97.3592268,31.0720962
1920-N-Sam-Houston-Pky-E-Houston-TX29870913,B,"43,468 SF",Interior,7.82 AC,107,4,"2.16/1,000 SF","$10,200,000 ","$95,327 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1920-N-Sam-Houston-Pky-E-Houston-TX/29870913/,Investment,2018,,43468,10200000,234.66,-95.3585846,29.9371441
4250-W-State-Highway-154-Yantis-TX27492153,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/4250-W-State-Highway-154-Yantis-TX/27492153/,,NA,,NA,NA,NA,-95.5519764,32.8855702
3602-E-Amarillo-Blvd-Amarillo-TX28603906,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/3602-E-Amarillo-Blvd-Amarillo-TX/28603906/,,NA,,NA,NA,NA,-101.7947783,35.2214912
1330-S-Commercial-St-Aransas-Pass-TX30649448,C,"6,021 SF",Exterior,1.59 AC,14,1,"2.66/1,000 SF","$990,000 ","$70,714 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1330-S-Commercial-St-Aransas-Pass-TX/30649448/,Investment,NA,1956/2007,6021,990000,164.42,-97.1553114,27.8909193
2540-Meacham-Blvd-Fort-Worth-TX30381758,B,"148,104 SF",Interior,6.25 AC,247,6,"2.68/1,000 SF","$14,900,000 ","$60,324 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2540-Meacham-Blvd-Fort-Worth-TX/30381758/,Investment,1985,,148104,14900000,100.6,-97.3146146,32.8236871
1112-S-Fort-Hood-St-Killeen-TX28863839,B,"38,163 SF",Exterior,2.88 AC,105,3,"1.75/1,000 SF","$4,725,000 ","$45,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1112-S-Fort-Hood-St-Killeen-TX/28863839/,Investment,NA,1976/2022,38163,4725000,123.81,-97.7456595,31.1096494
2308-E-Interstate-20-Midland-TX29812448,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2308-E-Interstate-20-Midland-TX/29812448/,,NA,,NA,NA,NA,-102.0901627,31.968796
515-7th-St-Bay-City-TX30684157,B,"40,000 SF",Interior,2.24 AC,79,4,"1.82/1,000 SF","$6,750,000 ","$85,443 ",Hotel,Hospitality,https://www.loopnet.com/Listing/515-7th-St-Bay-City-TX/30684157/,Investment,2018,,40000,6750000,168.75,-83.8888647,43.5944677
5007-Highway-6-Missouri-City-TX31093123,B,"10,000 SF",Interior,2.40 AC,84,4,,,,Hotel,Hospitality,https://www.loopnet.com/Listing/5007-Highway-6-Missouri-City-TX/31093123/,Investment,2018,,10000,NA,NA,-95.5760453,29.5776994
5522-N-Interstate-35-San-Antonio-TX28941979,C,"46,000 SF",Exterior,2.27 AC,155,2,"2.48/1,000 SF","$6,900,000 ","$44,516 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5522-N-Interstate-35-San-Antonio-TX/28941979/,Investment,NA,1981/2016,46000,6900000,150,-98.3991198,29.503234
14055-Park-Dr-Tomball-TX31051002,B,"42,900 SF",Interior,2.10 AC,72,3,"10/1,000 SF","$8,200,000 ","$113,889 ",Hotel,Hospitality,https://www.loopnet.com/Listing/14055-Park-Dr-Tomball-TX/31051002/,Investment,2014,,42900,8200000,191.14,-95.6345662,30.086528
2121-Kirk-St-Houston-TX30850198,C,"44,442 SF",,0.37 AC,28,2,,"$650,000 ","$23,214 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2121-Kirk-St-Houston-TX/30850198/,Investment,1945,,44442,650000,14.63,-95.3265967,29.7836553
900-N-Yarbrough-Dr-El-Paso-TX29961024,B,"89,472 SF",Exterior,3.80 AC,187,3,"4.47/1,000 SF","$10,659,000 ","$57,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/900-N-Yarbrough-Dr-El-Paso-TX/29961024/,Investment,NA,1985/2020,89472,10659000,119.13,-106.3446775,31.7504566
908-W-G-St-La-Porte-TX30792531,C,"44,952 SF",Interior,1.32 AC,55,4,"1.31/1,000 SF","$5,920,000 ","$107,636 ",Hotel,Hospitality,https://www.loopnet.com/Listing/908-W-G-St-La-Porte-TX/30792531/,Investment,2006,,44952,5920000,131.7,-95.0278767,29.6568056
2241-Garrett-Ln-China-Spring-TX26924455,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2241-Garrett-Ln-China-Spring-TX/26924455/,,NA,,NA,NA,NA,-97.3017308,31.6903655
1549-Westborough-Dr-Katy-TX30725329,B,"73,530 SF",Interior,2.56 AC,92,3,"1.24/1,000 SF","$11,500,000 ","$125,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1549-Westborough-Dr-Katy-TX/30725329/,Investment,2016,,73530,11500000,156.4,-95.7313807,29.7889245
601-N-Sonoma-Trl-Ennis-TX30674338,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/601-N-Sonoma-Trl-Ennis-TX/30674338/,,NA,,NA,NA,NA,-96.6173468,32.3394894
123-W-200-N-Moab-UT30937930,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/123-W-200-N-Moab-UT/30937930/,,NA,,NA,NA,NA,-109.553174,38.5761909
649-N-Main-St-Monticello-UT21168590,C,"18,453 SF",Interior,1.72 AC,40,2,"2.55/1,000 SF","$3,000,000 ","$75,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/649-N-Main-St-Monticello-UT/21168590/,Investment,1996,,18453,3.00E+06,162.58,-91.7904943,33.6331269
815-S-Main-St-Moab-UT31029872,B,"57,094 SF",Interior,2.44 AC,100,3,"3.5/1,000 SF","$25,000,000 ","$250,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/815-S-Main-St-Moab-UT/31029872/,Investment,2001,,57094,2.50E+07,437.87,-109.5467208,38.561521
100-N-Kolob-Terrace-Rd-Virgin-UT29704086,B,"20,414 SF",Exterior,20.02 AC,115,1,"7.35/1,000 SF","$31,500,000 ","$273,913 ",Hotel,Hospitality,https://www.loopnet.com/Listing/100-N-Kolob-Terrace-Rd-Virgin-UT/29704086/,Investment,NA,2020/2023,20414,31500000,1543.06,-113.1789514,37.2095693
166-S-400-E-Moab-UT30615903,C,"15,483 SF",Exterior,0.98 AC,33,2,,"$6,750,000 ","$204,545 ",Hotel,Hospitality,https://www.loopnet.com/Listing/166-S-400-E-Moab-UT/30615903/,Investment,1955,,15483,6750000,435.96,-109.5429418,38.5706839
616-S-200-W-Salt-Lake-City-UT31126910,C,"56,500 SF",Interior,1.10 AC,113,4,"2.07/1,000 SF","$20,000,000 ","$176,991 ",Hotel,Hospitality,https://www.loopnet.com/Listing/616-S-200-W-Salt-Lake-City-UT/31126910/,Investment,NA,1983/2017,56500,2.00E+07,353.98,-111.8971707,40.7557671
2701-US-191-Moab-UT30959771,B,200 SF,Interior,2.41 AC,79,3,"10/1,000 SF","$25,000,000 ","$316,456 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2701-US-191-Moab-UT/30959771/,Investment,2021,,200,2.50E+07,125000,-109.5296059,38.5526222
339-S-Highway-89-Circleville-UT27305331,C,"7,300 SF",Exterior,3.00 AC,11,1,,"$1,250,000 ","$113,636 ",Hotel,Hospitality,https://www.loopnet.com/Listing/339-S-Highway-89-Circleville-UT/27305331/,Investment,1995,,7300,1250000,171.23,-112.2704819,38.1716447
680-S-Highway-191-Bluff-UT29812768,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/680-S-Highway-191-Bluff-UT/29812768/,,NA,,NA,NA,NA,-111.801008,43.8134522
477-S-Main-St-Moab-UT30541183,B,"28,500 SF",Interior,1.40 AC,38,3,"2.6/1,000 SF","$15,500,000 ","$407,895 ",Hotel,Hospitality,https://www.loopnet.com/Listing/477-S-Main-St-Moab-UT/30541183/,Investment,2021,,28500,15500000,543.86,-109.5496403,38.5659126
180-E-Center-St-Panguitch-UT26673459,C,"7,501 SF",Exterior,0.58 AC,18,1,"2.13/1,000 SF","$800,000 ","$44,444 ",Hotel,Hospitality,https://www.loopnet.com/Listing/180-E-Center-St-Panguitch-UT/26673459/,Investment,NA,1962/1980,7501,8.00E+05,106.65,-112.4357638,37.8227551
70-S-200-W-Kanab-UT29992052,C,"12,594 SF",Exterior,3.00 AC,39,2,"1.83/1,000 SF","$2,890,000 ","$74,103 ",Hotel,Hospitality,https://www.loopnet.com/Listing/70-S-200-W-Kanab-UT/29992052/,Investment,1994,,12594,2890000,229.47,-112.5335191,37.0472087
120-US-163-Mexican-Hat-UT28940278,B,"36,321 SF",Exterior,290.53 AC,40,2,,"$3,995,000 ","$99,875 ",Hotel,Hospitality,https://www.loopnet.com/Listing/120-US-163-Mexican-Hat-UT/28940278/,Investment,1957,,36321,3995000,109.99,-109.8600634,37.1736781
230-W-400-N-Scipio-UT29300397,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/230-W-400-N-Scipio-UT/29300397/,,NA,,NA,NA,NA,-112.108785,39.2519413
3718-N-Hwy-89-Marysvale-UT27538046,C,"10,000 SF",Exterior,3.00 AC,7,1,,"$3,750,000 ","$535,714 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3718-N-Hwy-89-Marysvale-UT/27538046/,Investment,1990,,10000,3750000,375,-112.2576588,38.5032273
535-S-Main-St-Moab-UT30959808,C,"1,023 SF",Exterior,1.27 AC,50,1,"51.81/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/535-S-Main-St-Moab-UT/30959808/,Investment,1992,,1023,NA,NA,-109.5488593,38.5653355
715-W-North-Temple-Salt-Lake-City-UT30965089,C,"52,000 SF",Exterior,1.65 AC,121,2,"1.54/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/715-W-North-Temple-Salt-Lake-City-UT/30965089/,Investment,1979,,52000,NA,NA,-111.9117523,40.7712982
711-S-Main-St-Blanding-UT21168589,C,"30,416 SF",Interior,3.65 AC,51,2,"2.04/1,000 SF","$3,300,000 ","$64,706 ",Hotel,Hospitality,https://www.loopnet.com/Listing/711-S-Main-St-Blanding-UT/21168589/,Investment,1992,,30416,3300000,108.5,-109.4778295,37.6155726
2500-W-1500-S-Vernal-UT21168449,B,"68,376 SF",Interior,7.32 AC,89,3,,"$9,500,000 ","$106,742 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2500-W-1500-S-Vernal-UT/21168449/,Investment,2016,,68376,9500000,138.94,-109.5744072,40.4332166
6520-Thirlane-Rd-Roanoke-VA30737775,B,"79,290 SF",Exterior,3.73 AC,118,2,"2.52/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/6520-Thirlane-Rd-Roanoke-VA/30737775/,Investment,1976,,79290,NA,NA,-79.992482,37.3264699
6493-Richmond-Rd-Williamsburg-VA29693462,C,"65,000 SF",Exterior,3.39 AC,128,2,"2.06/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/6493-Richmond-Rd-Williamsburg-VA/29693462/,Investment,NA,1979/2020,65000,NA,NA,-76.756329,37.3415953
13630-Lord-Fairfax-Hwy-Boyce-VA17228844,C,"7,544 SF",Interior,8.00 AC,14,2,,"$4,000,000 ","$285,714 ",Hotel,Hospitality,https://www.loopnet.com/Listing/13630-Lord-Fairfax-Hwy-Boyce-VA/17228844/,Investment,1789,,7544,4.00E+06,530.22,-78.0936953,39.0708684
4327-Katsetos-Ln-Chincoteague-Island-VA25918918,C,"5,608 SF",Exterior,0.74 AC,8,1,"0.89/1,000 SF","$1,150,000 ","$143,750 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4327-Katsetos-Ln-Chincoteague-Island-VA/25918918/,Investment,2002,,5608,1150000,205.06,-75.367294,37.937073
2256-Adial-Rd-Faber-VA30515352,B,"6,582 SF",Interior,19.90 AC,11,1,,"$1,250,000 ","$113,636 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/2256-Adial-Rd-Faber-VA/30515352/,Investment,NA,1936/1987,6582,1250000,189.91,-78.851788,37.869847
8128-Big-Ridge-Rd-Haysi-VA29241498,C,"8,280 SF",Exterior,7.00 AC,19,1,,"$180,000 ","$9,474 ",Hotel,Hospitality,https://www.loopnet.com/Listing/8128-Big-Ridge-Rd-Haysi-VA/29241498/,Investment,NA,1960/2023,8280,180000,21.74,-82.3084948,37.21283
213-S-Holliday-St-Strasburg-VA21121536,C,"24,000 SF",Interior,1.08 AC,29,3,,,,Hotel,Hospitality,https://www.loopnet.com/Listing/213-S-Holliday-St-Strasburg-VA/21121536/,Investment,1915,,24000,NA,NA,-78.3622263,38.9878606
15243-Warwick-Blvd-Newport-News-VA24586740,C,"8,910 SF",Interior,1.32 AC,27,2,,"$695,000 ","$25,741 ",Hotel,Hospitality,https://www.loopnet.com/Listing/15243-Warwick-Blvd-Newport-News-VA/24586740/,Investment,1976,,8910,695000,78,-76.549771,37.144435
146-Main-St-Stanardsville-VA30841296,C,"8,904 SF",Interior,0.60 AC,6,3,"2.25/1,000 SF","$2,200,000 ","$366,667 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/146-Main-St-Stanardsville-VA/30841296/,Investment,NA,1840/2024,8904,2200000,247.08,-78.4385356,38.2973026
509-W-Main-St-Fries-VA27368751,C,"9,168 SF",Interior,0.91 AC,12,3,"0.76/1,000 SF","$1,395,000 ","$116,250 ",Hotel,Hospitality,https://www.loopnet.com/Listing/509-W-Main-St-Fries-VA/27368751/,Owner User,1902,,9168,1395000,152.16,-80.980942,36.7163227
701-Rumph-Way-Newport-News-VA29508608,C,"11,788 SF",Exterior,0.68 AC,15,1,"1.53/1,000 SF","$899,999 ","$60,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/701-Rumph-Way-Newport-News-VA/29508608/,Investment,NA,1962/2021,11788,899999,76.35,-76.4599995,37.0511127
16348-Gateway-Ln-King-George-VA29442063,B,"47,792 SF",Interior,4.42 AC,80,4,"2.24/1,000 SF","$12,250,000 ","$153,125 ",Hotel,Hospitality,https://www.loopnet.com/Listing/16348-Gateway-Ln-King-George-VA/29442063/,Investment,2017,,47792,12250000,256.32,-77.058279,38.348816
549-E-Stuart-Dr-Galax-VA29547726,C,"3,564 SF",Exterior,0.74 AC,12,1,"5.61/1,000 SF","$249,900 ","$20,825 ",Hotel,Hospitality,https://www.loopnet.com/Listing/549-E-Stuart-Dr-Galax-VA/29547726/,Investment,1947,,3564,249900,70.12,-80.9118948,36.672583
5063-Franklin-Rd-SW-Roanoke-VA28333614,C,"6,010 SF",Exterior,1.99 AC,20,2,"3.33/1,000 SF","$1,250,000 ","$62,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5063-Franklin-Rd-SW-Roanoke-VA/28333614/,Investment,1974,,6010,1250000,207.99,-79.9544361,37.205887
524-530-E-Washington-St-Petersburg-VA30886283,C,"61,730 SF",Interior,2.95 AC,100,6,"1.83/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/524-530-E-Washington-St-Petersburg-VA/30886283/,Investment,1969,,61730,NA,NA,-82.6384451,27.7671271
8924-US-1-Richmond-VA30307655,C,"8,702 SF",Exterior,1.76 AC,18,1,"2.87/1,000 SF","$1,500,000 ","$83,333 ",HotelOffice Office Live Work Unit,Hospitality,https://www.loopnet.com/Listing/8924-US-1-Richmond-VA/30307655/,Investment or Owner User,1957,,8702,1500000,172.37,-77.4332355,37.4024861
680-Spring-St-Friday-Harbor-WA30868208,B,"51,285 SF",Interior,3.50 AC,64,2,"0.68/1,000 SF","$9,900,000 ","$154,688 ",Hotel,Hospitality,https://www.loopnet.com/Listing/680-Spring-St-Friday-Harbor-WA/30868208/,Investment,NA,1988/2006,51285,9900000,193.04,-123.0239475,48.5318319
122-N-Main-St-Omak-WA30367419,C,"20,000 SF",Exterior,0.49 AC,61,2,"3.5/1,000 SF","$1,980,000 ","$32,459 ",Hotel,Hospitality,https://www.loopnet.com/Listing/122-N-Main-St-Omak-WA/30367419/,Investment,1958,,20000,1980000,99,-119.527976,48.4127928
430-SE-Pioneer-Way-Oak-Harbor-WA27822106,C,"13,737 SF",Interior,1.20 AC,23,1,,"$4,500,000 ","$195,652 ",Hotel,Hospitality,https://www.loopnet.com/Listing/430-SE-Pioneer-Way-Oak-Harbor-WA/27822106/,Investment,1962,,13737,4500000,327.58,-122.6525517,48.2883185
740-E-Washington-St-Sequim-WA30692023,C,"8,000 SF",Exterior,0.89 AC,20,1,,"$1,400,000 ","$70,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/740-E-Washington-St-Sequim-WA/30692023/,Investment,1965,,8000,1400000,175,-123.0918592,48.0788252
1261-Wind-River-Hwy-Carson-WA29571752,C,"6,700 SF",Exterior,8.87 AC,10,1,,"$4,200,000 ","$420,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1261-Wind-River-Hwy-Carson-WA/29571752/,Investment,NA,2010/2021,6700,4200000,626.87,-121.8207758,45.7296679
60117-State-Route-20-Marblemount-WA27163517,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/60117-State-Route-20-Marblemount-WA/27163517/,,NA,,NA,NA,NA,-121.431515,48.5269326
22318-84th-Ave-S-Ramada-Kent-Seattle29555453,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/22318-84th-Ave-S-Ramada-Kent-Seattle/29555453/,,NA,,NA,NA,NA,-122.2266813,47.401684
906-9th-St-Anacortes-WA28610200,C,"13,943 SF",Exterior,0.34 AC,34,2,"2.87/1,000 SF","$4,400,000 ","$129,412 ",Hotel,Hospitality,https://www.loopnet.com/Listing/906-9th-St-Anacortes-WA/28610200/,Investment,1989,,13943,4400000,315.57,-122.6113826,48.5154024
4651-SR-109-Moclips-WA29878588,C,"40,033 SF",Exterior,10.51 AC,43,2,"0.57/1,000 SF","$9,850,000 ","$229,070 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4651-SR-109-Moclips-WA/29878588/,Investment,NA,1953/2003,40033,9850000,246.05,-124.2095237,47.2242732
369-S-Main-St-Colville-WA30713355,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/369-S-Main-St-Colville-WA/30713355/,,NA,,NA,NA,NA,-117.9052374,48.5416419
500-F-St-SW-Quincy-WA30543199,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/500-F-St-SW-Quincy-WA/30543199/,,NA,,NA,NA,NA,-119.8615876,47.2328861
700-Prairie-Park-Ln-SE-Yelm-WA29512234,C,"27,218 SF",Interior,1.81 AC,67,2,"1.64/1,000 SF","$8,250,000 ","$123,134 ",Hotel,Hospitality,https://www.loopnet.com/Listing/700-Prairie-Park-Ln-SE-Yelm-WA/29512234/,Investment,NA,1993/2009,27218,8250000,303.11,-122.5974554,46.938586
North-Cascades-Inn-Upriver-Grill-and-Tap27254681,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/North-Cascades-Inn-Upriver-Grill-and-Tap/27254681/,,NA,,NA,NA,NA,-121.4315376,48.5268555
20-E-Pineridge-Ct-Spokane-WA30359231,B,"21,000 SF",Exterior,1.02 AC,32,2,,"$3,300,000 ","$103,125 ",Hotel,Hospitality,https://www.loopnet.com/Listing/20-E-Pineridge-Ct-Spokane-WA/30359231/,Investment,1988,,21000,3300000,157.14,-117.4107084,47.7358551
414-Yakima-Valley-Hwy-Sunnyside-WA30128567,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/414-Yakima-Valley-Hwy-Sunnyside-WA/30128567/,,NA,,NA,NA,NA,-120.0145365,46.3301721
845-Ocean-Shores-Blvd-NW-Ocean-Shores-WA30673802,C,"42,194 SF",Interior,2.06 AC,54,3,"1.46/1,000 SF","$6,000,000 ","$111,111 ",Hotel,Hospitality,https://www.loopnet.com/Listing/845-Ocean-Shores-Blvd-NW-Ocean-Shores-WA/30673802/,Investment,2005,,42194,6.00E+06,142.2,-124.1674098,47.0146955
120-College-St-SE-Lacey-WA30724997,B,"26,000 SF",Interior,1.14 AC,77,3,"2.96/1,000 SF","$6,400,000 ","$83,117 ",Hotel,Hospitality,https://www.loopnet.com/Listing/120-College-St-SE-Lacey-WA/30724997/,Investment,1990,,26000,6400000,246.15,-122.8225992,47.0476952
22204-Pacific-Hwy-S-Des-Moines-WA30822547,C,"15,124 SF",Exterior,0.94 AC,30,1,"2.51/1,000 SF","$2,850,000 ","$95,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/22204-Pacific-Hwy-S-Des-Moines-WA/30822547/,Investment,NA,1959/1985,15124,2850000,188.44,-122.2976321,47.4032468
80-Rockchuck-Dr-Twisp-WA30542661,B,"21,810 SF",Interior,259.18 AC,12,2,"0.37/1,000 SF","$7,750,000 ","$645,833 ",Hotel,Hospitality,https://www.loopnet.com/Listing/80-Rockchuck-Dr-Twisp-WA/30542661/,Investment,NA,1985/2005,21810,7750000,355.34,-120.122303,48.3634784
232-N-Wenatchee-Ave-Wenatchee-WA29070059,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/232-N-Wenatchee-Ave-Wenatchee-WA/29070059/,,NA,,NA,NA,NA,-120.3150174,47.4280882
701-Fountain-Blvd-Zillah-WA29941525,B,"3,167 SF",Exterior,0.21 AC,7,1,,"$1,495,000 ","$213,571 ",Hotel,Hospitality,https://www.loopnet.com/Listing/701-Fountain-Blvd-Zillah-WA/29941525/,Investment,2017,,3167,1495000,472.06,-120.308075,46.420095
